title	tags
LINQ ToList().Take(10) vs Take(10).ToList() which one generates more efficient query	['c#', 'linq']
Cannot access local Sinatra server from another computer on same network	['ruby', 'web-services']
what is the use of durability in quartz xml	['java', 'spring-mvc']
process returned 255 (0xff) code blocks	['c++']
Codeigniter: how to call multiple model function in single controller function in codeigniter	['php', 'mysql', 'codeigniter']
YiI Framwork resizing textbox in the form	['php']
Problem with access an local Image (not in app workspace) from a local HTML file (in app workspace)	['javascript', 'html']
Rename JSON fields used by MappingJacksonJsonView in Spring	['java', 'json', 'spring', 'spring-mvc']
How do you marshall a parameterized type with JAX-WS / JAXB?	['java', 'generics', 'web-services']
How to diplay tag link in wordpress	['php', 'wordpress']
3d array c/c++ initialization/conversion	['c++', 'c']
System.ExecutionEngineException being thrown	['c#', '.net']
String encoding - Shift_JIS / UTF-8	['java', 'android']
Syntax error or access violation: 1103 Incorrect table name with $_POST array data	['php', 'mysql']
How to change the font size gradually in a UILabel?	['objective-c']
concatenate values from select inputs and radio groups into one hidden field value	['javascript', 'jquery', 'html', 'forms']
C++ Win32 window background not redrawing	['c++']
How to change the value in Html.TextBox for using Jquery and Json?	['c#', 'javascript', 'asp.net', 'asp.net-mvc', 'json']
Why JSON empty string deserializes to null at the server side?	['c#', 'asp.net-mvc', 'json']
Is there a way to select the bit rate while using AVPlayer for HTTP live audio streaming?	['iphone', 'objective-c']
Django: Creating a superuser with a custom User model	['django']
jQuery/Ajax: How to send data to an url without showing data in web-developers	['javascript', 'php', 'jquery', 'ajax']
Merging two datasets which have 1 column in common	['c#', 'asp.net']
Facebook integration with website using facebook login button plugin and store user crenditials to database	['php', 'facebook']
Modal container with: auto centering, fitting size of content inside container	['javascript', 'jquery', 'html', 'css']
Angular2 testing: What's the difference between a DebugElement and a NativeElement object in a ComponentFixture?	['javascript', 'unit-testing', 'dom']
Java JDBC driver and TYPE_FORWARD_ONLY	['java']
How do I make the y-axis intersect the x-axis at 0 in ggplot2?	['r']
PlayFramework: catch a deadlock and reissue transaction	['java']
SQLAlchemy update PostgreSQL array using merge not work	['python', 'sql']
no String-argument constructor/factory method to deserialize from String value	['java', 'spring']
How to compare sql datetime and c# datetime	['c#', 'sql-server', 'datetime']
HTML5 drag and drop events - dragLeave fires before drop	['javascript', 'html5']
How to validate post code input data?	['c#', 'validation']
Download file from an ASP.NET Web API method using AngularJS	['c#', 'javascript', 'html', 'angularjs']
Using javascript to rename multiple HTML files using the <TITLE></TITLE> in each file	['javascript', 'html']
Recording/sending screen stream C#	['c#', '.net', 'sockets']
download csv from google insight for search	['c#']
radio button to enable text area	['java']
Programmatically added User Control does not create its child controls	['c#', 'asp.net']
Website not working in Firefox/Chrome, but does in IE	['javascript']
Adjusting contrast and brightness with OpenCV	['c++', 'opencv']
Automatic SelectAll on all textboxes and numericUpDown controls on gotfocus	['vb.net', 'winforms']
How to duplicate a certain set of JavaFX [2.2] nodes	['java']
Referencing mscorlib in Visual Studio 2010	['c#', '.net', 'asp.net-mvc', 'visual-studio-2010', 'visual-studio']
Json.Net fails to serialize to a stream, but works just fine serializing to a string	['c#', '.net']
Parsing only text content from url	['php']
Java - Get JSON Object Array?	['java', 'json']
Use LINQ to group a sequence of numbers with no gaps	['c#', 'linq']
Posting both checked and unchecked checkboxes	['php', 'jquery']
How do I programatically add a UIImage to a UIImageView then add that UIImageView to another UIView?	['iphone', 'objective-c', 'ios', 'cocoa-touch']
Add Controls to WinForms dynamically in another Thread	['c#', 'vb.net', 'winforms', 'multithreading']
python, tailer and logrotate	['python']
How to free c++ memory vector<int> * arr?	['c++']
Visual Studio 2013 caching older version of .js file	['javascript']
three.js - Draw custom mesh with MeshLambertMaterial and point light	['javascript']
Get image size when it loads from an extern URL in Javascript	['javascript', 'jquery', 'image']
Uncheck an html checkbox with for label	['javascript', 'jquery', 'html']
Java Swing popup window losing focus and not repainting	['java', 'swing']
Ruby on Rails Time.now	['ruby-on-rails']
angularjs and localStorage change event	['javascript', 'angularjs']
Node.js error Error: Cannot find module 'mongoose'	['javascript', 'mongodb', 'node.js']
adding a new div after another one	['javascript']
How to tell R's ggplot2 to put tick marks for some values of x-axis and still keep vertical lines for other values	['r']
How to submit a form inside Razor view by Java Script function WITHOUT redirection?	['javascript', 'asp.net-mvc', 'forms']
Extract href from querySelectorAll	['javascript']
Put image on dynamically created button	['c#', 'winforms']
Regex to get only numbers and the minus sign (-)	['c#', 'regex']
UIWebview content not visible	['ios', 'objective-c']
site shows blank screen on IE but works fine in firefox or chrome	['php']
Parsing JSON from PHP	['php', 'json', 'parsing']
How to call method from jar file in JSP?	['java', 'jsp']
Installing mysql2 gem with ruby 1.8.7 Mac OSX 10.6	['mysql', 'ruby', 'ruby-on-rails-3', 'osx']
binary operator '==' cannot be applied to operands of type 'String!' and '[String]' in Swift 2 Xcode 7	['string', 'swift']
randomly generate variable names?	['java']
C# cannot save apostrophe to XML	['c#', 'xml']
changing css of controls in gridview separately for each row	['c#', 'asp.net', 'css']
My application with Spring Security don't go beyond login page	['java', 'spring', 'spring-mvc']
How to read Gmail contacts using Zend Framework using oAuth	['php']
window.onload in IE7	['javascript', 'jquery']
Setting minimum and maximum date on Calendar?	['asp.net', '.net', 'vb.net', 'date']
add client script to asp.net page dynamically	['asp.net', 'javascript']
Using MOUSEBUTTONDOWN in pygame	['python']
How to get the user name or owner of a process in .net	['c#', '.net']
Hex String to byte array conversion?	['java']
HibernateDaoSupport and native SQL	['java', 'hibernate', 'spring']
Fixing the error: Creation of the private accessor for 'Microsoft.VisualStudio.TestTools.TypesAndSymbols.Assembly' failed	['c#', 'winforms', 'unit-testing']
Trouble matching multiple patterns in Ruby (regex)	['ruby', 'regex']
wicket @SpringBean can not create bean	['java', 'spring']
Where could I get the information about the in-memory layout info of .NET Object Model?	['c#', '.net']
"Exception in thread ""main"" java.lang.OutOfMemoryError: Java heap space with BASE64Decoder"	['java']
jQuery - Run a function after .load() is complete AND DOM is updated	['javascript', 'jquery', 'html']
jQuery tab slider	['javascript', 'jquery']
Is there a simple php compatible video chat service?	['php']
Have java find/read a file from user input?	['java', 'file']
C#: A simple way to bring One-line-XML-files to human readable multi line	['c#', 'xml']
"jQuery - ""Trigger a click"" vs ""Function call""?"	['javascript', 'jquery']
Inheritance and nested views in AngularJS	['javascript', 'angularjs']
Syntax to declare JS scripts	['javascript']
java.lang.ClassCastException: org.hibernate.type.StringType cannot be cast to org.hibernate.type.VersionType	['java', 'hibernate']
How can I dynamically change auto complete entries in a C# combobox or textbox?	['c#', 'winforms']
Copy constructor and dynamically allocated array	['c++']
calling a method of an object at instance creation	['php']
Moving elements on scroll	['javascript', 'jquery', 'html', 'css']
Writing a masked image to disk as a PNG file	['iphone', 'objective-c', 'ios', 'cocoa-touch']
.Net Core / Console Applicatin / Configuration / XML	['c#']
How to convert each object in List<ExpandoObject> into its own type?	['c#', 'json']
Calculate interest rate in Java (TVM)	['java']
After postback my JavaScript function doesn't work in ASP.NET	['c#', 'jquery', 'asp.net']
How to encrypt my HTML, PHP & JavaScript?	['php', 'javascript', 'html']
How Iterate through a list of an object with Lambda Expressions	['c#', '.net']
Convert equation string to equation	['javascript']
(MVC) Get Latitude, Longitude from Controller for the MapView? c#	['c#', 'asp.net-mvc']
c# run CL exe or batch cpture output LIVE to textbox?	['c#']
How to avoid multiple AJAX calls?	['javascript', 'php', 'jquery', 'ajax']
Remove label after x seconds in swift	['ios', 'xcode', 'swift']
FileUpload.HasFile give always false	['c#', 'asp.net']
How to write complex JOIN query in CDbCriteria Yii Framework	['php', 'sql']
PHP: Extract HTML data from website	['php']
php mssql_connect not working	['php', 'sql', 'sql-server']
is there a way to automatically update proxy object when updating service on WCF?	['c#', 'visual-studio-2010', 'web-services', 'wcf', 'visual-studio']
How to enable button when input field is not empty	['javascript', 'jquery']
const char* to LPCWSTR in Qt	['c++', 'qt']
event is not defined in FireFox, but ok in Chrome and IE	['javascript', 'jquery']
UnicodeEncodeError when using os.listdir	['python']
"Why is my ""access grant malformed"" in Azure AD?"	['python']
How do I get a pin on Google Maps using location from a variable?	['javascript']
